"","CpG","RefRange"
"284","cg00052561",0.0392559901135567
"285","cg00052853",0.0485968345408874
"286","cg00052964",0.0493796000000001
"287","cg00053261",0.0482413972238108
"288","cg00053507",0.0319456927632052
"289","cg00053647",0.0205699138703781
"290","cg00054408",0.033039352
"291","cg00054496",0.0343144976619051
"292","cg00054692",0.025611870611541
"293","cg00054706",0.0249475149546501
"294","cg00054741",0.0465936999999998
"295","cg00054771",0.0349710284224916
"296","cg00054890",0.0476852352847136
"297","cg00055233",0.0465001048102264
"298","cg00055555",0.0390323397555002
"299","cg00055848",0.015295382091042
"300","cg00056074",0.036874354
"301","cg00056202",0.0261789476810952
"302","cg00056433",0.0442601859603526
"303","cg00056628",0.02176992224472
"304","cg00056676",0.02412042
"305","cg00056767",0.0222388601090734
"306","cg00057092",0.04326662
"307","cg00057317",0.0170130486601058
"308","cg00057661",0.0239544521733226
"309","cg00057663",0.0413235052712582
"310","cg00057676",0.0173724799131618
"311","cg00057700",0.0278730398475192
"312","cg00058771",0.0155728557780066
"313","cg00058799",0.04409182
"314","cg00059225",0.0343766639681246
"315","cg00059424",0.01911471
"316","cg00059699",0.0453379842322572
"317","cg00059740",0.0225505142977182
"318","cg00060287",0.0222808930766813
"319","cg00060304",0.04218845
"320","cg00060606",0.0420446287569962
"321","cg00060649",0.0421217393573368
"322","cg00060762",0.0187989000479312
"323","cg00060880",0.0202417331842385
"324","cg00060975",0.023022908891611
"325","cg00061039",0.043759946355326
"326","cg00061086",0.0241176086592664
"327","cg00061150",0.0481255040565167
"328","cg00061264",0.0394592464678787
"329","cg00061989",0.01827791
"330","cg00062312",0.0195571739505062
"331","cg00062592",0.02866364
"332","cg00063144",0.0472009809158668
"333","cg00063503",0.042497574370255
"334","cg00063945",0.0184694698637498
"335","cg00064261",0.0416090055098108
"336","cg00064284",0.035472952
"337","cg00064336",0.0463321514704332
"338","cg00064589",0.03691272
"339","cg00064950",0.0235187015750766
"340","cg00065071",0.0231435223888831
"341","cg00065088",0.0470588428180768
"342","cg00065385",0.031070475986916
"343","cg00065408",0.019959986021666
"344","cg00065569",0.0434857907918242
"345","cg00065726",0.0231708469170503
"346","cg00065921",0.0198983164065889
"347","cg00066153",0.0364933751847599
"348","cg00066198",0.0204566352108121
"349","cg00066449",0.02666023
"350","cg00066668",0.0373042815544646
"351","cg00066722",0.0452611035896737
"352","cg00067102",0.0174215703513012
"353","cg00067576",0.0171396271536356
"354","cg00068155",0.0220781778699807
"355","cg00068316",0.0371812600000001
"356","cg00068621",0.01900988
"357","cg00068810",0.0327761126445522
"358","cg00069242",0.0200031010739281
"359","cg00069261",0.0230007673080498
"360","cg00070042",0.0409285090242853
"361","cg00070181",0.0449314602681343
"362","cg00070908",0.0418579485720016
"363","cg00071360",0.0395272731466431
"364","cg00071408",0.0351536859699939
"365","cg00071442",0.0187591384959477
"366","cg00071565",0.0301807583576513
"367","cg00071950",0.038376207370198
"368","cg00071984",0.0391443785430692
"369","cg00071998",0.021741094
"370","cg00072099",0.0432307494867073
"371","cg00072216",0.049637766155643
"372","cg00072369",0.0151641462388818
"373","cg00072711",0.0249978874038149
"374","cg00072720",0.0490098495486614
"375","cg00072957",0.0414716875554054
"376","cg00073380",0.0256061971687948
"377","cg00073713",0.0423325373210752
"378","cg00073716",0.0291634670218606
"379","cg00074184",0.016104552760167
"380","cg00074244",0.0248846059364213
"381","cg00074415",0.0446755287993853
"382","cg00074851",0.040411739211484
"383","cg00075204",0.0423428447448949
"384","cg00075608",0.0460593925896442
"385","cg00075615",0.0426157022682698
"386","cg00075920",0.0485378233206924
"387","cg00076307",0.0246422932677544
"388","cg00076645",0.0329971470053024
"389","cg00076854",0.023712922
"390","cg00076998",0.0173452215061676
"391","cg00077281",0.0303285590340797
"392","cg00077426",0.0395412399999999
"393","cg00077566",0.0486794176392703
"394","cg00077606",0.0386240322854556
"395","cg00078025",0.04918924
"396","cg00078245",0.0460379470744174
"397","cg00078270",0.0382258455247084
"398","cg00080012",0.013124186929977
"399","cg00080059",0.0289393692278202
"400","cg00080123",0.0206064888790409
"401","cg00080312",0.0295385554831183
"402","cg00080972",0.0480439056260372
"403","cg00081141",0.037799908939233
"404","cg00081251",0.0231019677751107
"405","cg00081324",0.0464526053217276
"406","cg00081445",0.0395640344893651
"407","cg00081574",0.0286717772144379
"408","cg00081835",0.0343700099072304
"409","cg00081935",0.0205884728130614
"410","cg00082182",0.0319819941770479
"411","cg00082310",0.0428561400968692
"412","cg00082411",0.035406929735124
"413","cg00082426",0.0185564609869632
"414","cg00082713",0.0188897275424946
"415","cg00083194",0.0240267236479424
"416","cg00083265",0.0431395041858281
"417","cg00083399",0.0474198585045975
"418","cg00083765",0.0447845671807989
"419","cg00083801",0.0385733320786146
"420","cg00083993",0.0462419791914324
"421","cg00084432",0.0466481999999999
"422","cg00085029",0.0416693794962696
"423","cg00085256",0.0337053271815899
"424","cg00085403",0.0363268374482726
"425","cg00085747",0.0380517338313591
"426","cg00085830",0.0352881505726497
"427","cg00086809",0.0444497768385594
"428","cg00086871",0.0250681988059885
"429","cg00087098",0.0296048544830077
"430","cg00087195",0.0365392816636467
"431","cg00087273",0.0242501959754794
"432","cg00087301",0.0412108128602986
"433","cg00087417",0.0438581488720262
"434","cg00087482",0.0494321661685299
"435","cg00087601",0.0414111630236824
"436","cg00087799",0.0202336966220875
"437","cg00088033",0.0253864984063505
"438","cg00088042",0.027515396548112
"439","cg00088299",0.0417930059305617
"440","cg00088464",0.0375075102777863
"441","cg00088691",0.0323212125818675
"442","cg00088844",0.0357381871755114
"443","cg00089101",0.0174997225776104
"444","cg00089224",0.0276080725264774
"445","cg00089695",0.0413056332221754
"446","cg00089915",0.044010922450267
"447","cg00090103",0.0472553424180999
"448","cg00090609",0.0331507545402221
"449","cg00090731",0.014538447553267
"450","cg00090767",0.048345899483948
"451","cg00090936",0.02367825
"452","cg00091044",0.020452604494618
"453","cg00091060",0.049619904376661
"454","cg00091589",0.0335665199280388
"455","cg00091781",0.0245321395097643
"456","cg00092273",0.0202140826233974
"457","cg00092611",0.0453559901738069
"458","cg00092967",0.0210811438262431
"459","cg00093058",0.0239261437430147
"460","cg00093087",0.04193866
"461","cg00093177",0.0414043461583009
"462","cg00093220",0.0305838875283343
"463","cg00093815",0.027498244
"464","cg00093890",0.0172693672667392
"465","cg00094155",0.0242174257828854
"466","cg00094739",0.0253415937184937
"467","cg00094851",0.0306602859692375
"468","cg00094858",0.032585714980458
"469","cg00095027",0.0448275183471824
"470","cg00095463",0.0160208118358945
"471","cg00095493",0.0236046931057835
"472","cg00095674",0.0306256920613169
"473","cg00095678",0.020797212
"474","cg00095870",0.0392678349325513
"475","cg00095976",0.033253342055422
"476","cg00096065",0.0370644946366909
"477","cg00096845",0.0459715999378072
"478","cg00096922",0.0286277739729525
"479","cg00096979",0.0405944340549442
"480","cg00097081",0.0247084032372875
"481","cg00097088",0.0348731810118507
"482","cg00097225",0.028419496
"483","cg00097536",0.0213484273560739
"484","cg00097539",0.034001071991521
"485","cg00097550",0.0476114541966587
"486","cg00097599",0.0231050814509941
"487","cg00097619",0.0440541265040144
"488","cg00097626",0.0409606137549183
"489","cg00098063",0.0207374095175204
"490","cg00098112",0.0491828259987648
"491","cg00098239",0.0182190321542615
"492","cg00098280",0.0250546630214544
"493","cg00098673",0.0382583719142099
"494","cg00098693",0.0192930995733847
"495","cg00098718",0.0275997014324313
"496","cg00098814",0.017530773944592
"497","cg00098951",0.0444667462940248
"498","cg00099306",0.0438327540550827
"499","cg00099768",0.0262162397125664
"500","cg00099835",0.0239758798315333
"501","cg00099869",0.043276438
"502","cg00100012",0.0211765206054276
"503","cg00100399",0.034053384
"504","cg00100564",0.0376550598640611
"505","cg00100800",0.0321451041818707
"506","cg00100892",0.0425967426497902
"507","cg00101453",0.0396715397830116
"508","cg00101555",0.0434326
"509","cg00101693",0.0295915502741048
"510","cg00101986",0.0476368377334508
"511","cg00102023",0.0238174412962098
"512","cg00102166",0.0473739856894284
"513","cg00102183",0.0371790244729328
"514","cg00102591",0.0150169468149882
"515","cg00102920",0.0240440611475095
"516","cg00102996",0.0262745794032072
"517","cg00103132",0.0188014833489861
"518","cg00103401",0.0441504859826884
"519","cg00103685",0.0206658330408901
"520","cg00103783",0.015769030948791
"521","cg00103785",0.044252759832181
"522","cg00104267",0.0238609797101865
"523","cg00105253",0.032698195548171
"524","cg00105306",0.0428118711462087
"525","cg00105368",0.045889521667704
"526","cg00105470",0.03946908477347
"527","cg00105606",0.0406698837221938
"528","cg00105852",0.0409342744950665
"529","cg00106164",0.016508466
"530","cg00106211",0.0337788061625733
"531","cg00106250",0.0311735692743007
"532","cg00106420",0.0288817425148103
"533","cg00106501",0.0258451345166544
"534","cg00106685",0.0201603258760099
"535","cg00106739",0.0330975316461034
"536","cg00107187",0.0440468683544106
"537","cg00107603",0.0304249166538944
"538","cg00107632",0.0199280463736427
"539","cg00107782",0.0197990446762795
"540","cg00107890",0.0430943289823418
"541","cg00107914",0.0419051270500936
"542","cg00108694",0.0437765099113032
"543","cg00108716",0.0490789469782147
"544","cg00108894",0.0484965199505247
"545","cg00108944",0.0293508875159461
"546","cg00109069",0.0412818406566782
"547","cg00109164",0.0409649538535399
"548","cg00109274",0.0296439908687456
"549","cg00109300",0.0312359471236853
"550","cg00109451",0.0483573274222583
"551","cg00109465",0.0246422335222316
"552","cg00109780",0.039867268
"553","cg00110192",0.015918738972728
"554","cg00110277",0.0287021704806264
"555","cg00110578",0.0209829973836168
"556","cg00110623",0.0326989966287727
"557","cg00110688",0.0378779988633282
"558","cg00111335",0.0333756608772836
"559","cg00111359",0.0241699774971932
"560","cg00111893",0.0444365346506551
"561","cg00111948",0.0177304737597713
"562","cg00112056",0.02996305
"563","cg00112091",0.037116904
"564","cg00112251",0.0195685380440771
"565","cg00112367",0.0475184406867606
"566","cg00112517",0.048069506
"567","cg00112685",0.0417136586823222
"568","cg00112780",0.0403584113863907
"569","cg00113051",0.047104136
"570","cg00113208",0.029376589013134
"571","cg00113554",0.0466824175924145
"572","cg00113951",0.0220654461185964
"573","cg00114029",0.0387740295130529
"574","cg00114312",0.04274764
"575","cg00114346",0.0380042598573017
"576","cg00114383",0.0441885526311418
"577","cg00114944",0.0184597373507304
"578","cg00115101",0.0340738403084122
"579","cg00115149",0.0459547845268885
"580","cg00115549",0.03997702
"581","cg00115714",0.0236041203192335
"582","cg00115980",0.0391753054667564
"583","cg00115984",0.0490923855127091
"584","cg00116412",0.0446497246176897
"585","cg00116688",0.0346956946503219
"586","cg00116946",0.0414584660500398
"587","cg00117335",0.048297325768978
"588","cg00117600",0.02120192
"589","cg00117896",0.0373074477307156
"590","cg00117913",0.0216459335397477
"591","cg00118442",0.0208618853213018
"592","cg00118468",0.0347619205097019
"593","cg00118712",0.0421588452312769
"594","cg00119011",0.04461991203691
"595","cg00119073",0.0381508699492389
"596","cg00119079",0.0258126931291003
"597","cg00119117",0.0264409564098238
"598","cg00119364",0.048957620530826
"599","cg00119387",0.04476536
"600","cg00120286",0.0347536070963976
"601","cg00121147",0.0269280738807491
"602","cg00121158",0.0194763444370706
"603","cg00121209",0.0282870345480474
"604","cg00121533",0.0270734801352037
"605","cg00121562",0.0400214016444038
"606","cg00121640",0.0222939008515987
"607","cg00122254",0.0315806654359437
"608","cg00122851",0.0465553905604492
"609","cg00122941",0.017866071273857
"610","cg00123035",0.0236661116382958
"611","cg00123094",0.0184699498178832
"612","cg00123104",0.045360733581837
"613","cg00123181",0.04342852
"614","cg00123324",0.0496691873785354
"615","cg00123333",0.0432120023741032
"616","cg00123486",0.022156016555994
"617","cg00123512",0.0363221389843758
"618","cg00124175",0.0366700988459976
"619","cg00124213",0.0352553527786499
"620","cg00124774",0.017183338
"621","cg00124836",0.0269027987345004
"622","cg00124905",0.0486999489965227
"623","cg00125349",0.0387973684062356
"624","cg00125406",0.0346591900922859
"625","cg00125414",0.0275902723832402
"626","cg00125544",0.0431805000000001
"627","cg00125757",0.0234876118534561
"628","cg00126210",0.0241870417040482
"629","cg00126739",0.0199513102906001
"630","cg00126948",0.0199357771680338
"631","cg00126959",0.0447939471007611
"632","cg00127047",0.0294570957743218
"633","cg00127214",0.0228189521970648
"634","cg00127424",0.0461944283051492
"635","cg00127591",0.031434014
"636","cg00127732",0.0193489034506197
"637","cg00128386",0.03549616
"638","cg00128530",0.0237986011144789
"639","cg00128560",0.0432837725104478
"640","cg00128571",0.0395343888699553
"641","cg00128601",0.02752596695165
"642","cg00128654",0.029634095187092
"643","cg00128732",0.0210790878167414
"644","cg00128877",0.0392904952555486
"645","cg00129132",0.0406548069494222
"646","cg00129196",0.036535404192831
"647","cg00129232",0.0370978776034387
"648","cg00129481",0.0157629773390632
"649","cg00129549",0.0489096581738
"650","cg00129731",0.0301587427082967
"651","cg00129774",0.0309311846890307
"652","cg00130275",0.023682226614193
"653","cg00130309",0.0314604597755074
"654","cg00130799",0.036929144328095
"655","cg00130866",0.0368185150943182
"656","cg00131121",0.0273037419913884
"657","cg00131618",0.020944346
"658","cg00131691",0.0460865232814652
"659","cg00131958",0.0188329840224368
"660","cg00132135",0.0468592521634712
"661","cg00132149",0.0494939467358451
"662","cg00132509",0.0451628208621848
"663","cg00132584",0.0186895034917744
"664","cg00133204",0.0469894829376531
"665","cg00133234",0.041581308037979
"666","cg00133909",0.028362900043322
"667","cg00134028",0.0220360541013272
"668","cg00134212",0.0348181243147154
"669","cg00134563",0.0441502420568514
"670","cg00135056",0.0341317194471866
"671","cg00135815",0.01769779
"672","cg00135852",0.021111858
"673","cg00136105",0.0242152
"674","cg00136736",0.0216322631128184
"675","cg00136852",0.0469611599999999
"676","cg00136947",0.0307752518157892
"677","cg00137209",0.0184711635617667
"678","cg00137634",0.0341952804712166
"679","cg00137652",0.0293036701277246
"680","cg00138267",0.0232968978279702
"681","cg00138474",0.0327815227850748
"682","cg00138497",0.0267069793272888
"683","cg00138525",0.030153986
"684","cg00139037",0.03028732
"685","cg00139056",0.047947
"686","cg00140335",0.0397717157804687
"687","cg00140910",0.0428246997670168
"688","cg00141143",0.0246844990818466
"689","cg00141153",0.0365095844133
"690","cg00142450",0.0450285200287415
"691","cg00142735",0.0336846379843443
"692","cg00143045",0.0296742082238911
"693","cg00143387",0.0370151130625203
"694","cg00143606",0.045008693623946
"695","cg00143623",0.0245128295106922
"696","cg00143700",0.0429582306032785
"697","cg00143868",0.0293493685539456
"698","cg00143998",0.0215770132765554
"699","cg00144022",0.0384073041700297
"700","cg00144161",0.0254216472680365
"701","cg00144180",0.0420847549142681
"702","cg00144186",0.0226098608072406
"703","cg00144817",0.0314932118417321
"704","cg00145489",0.0359647710891279
"705","cg00145672",0.0492987966449148
"706","cg00145757",0.0243800087279119
"707","cg00145838",0.0256342938883189
"708","cg00145849",0.0212751546180724
"709","cg00145979",0.0221548581636079
"710","cg00146004",0.0338679032902492
"711","cg00146096",0.0456918810551237
"712","cg00146249",0.0263062630119444
"713","cg00146695",0.02461434
"714","cg00146837",0.026098952
"715","cg00147009",0.0192126736220037
"716","cg00147216",0.03720152
"717","cg00148286",0.048163691560124
"718","cg00148501",0.0396604557763186
"719","cg00148522",0.0438421735810141
"720","cg00149659",0.0396498666523813
"721","cg00149830",0.024745333361259
"722","cg00149976",0.021780326786289
"723","cg00150012",0.0275575452009849
"724","cg00150245",0.0490601697759974
"725","cg00150418",0.0439304225757911
"726","cg00150737",0.0448280897106084
"727","cg00150848",0.0387544436290372
"728","cg00150882",0.0406219654921386
"729","cg00150989",0.0467545334319387
"730","cg00151007",0.04740246
"731","cg00151525",0.0222992048230496
"732","cg00151607",0.0446378325696592
"733","cg00151732",0.0375371566646031
"734","cg00151914",0.0249770292753491
"735","cg00151919",0.027985219724348
"736","cg00152041",0.03982868
"737","cg00152047",0.0411356582228725
"738","cg00152322",0.0406123
"739","cg00152543",0.0491703808215189
"740","cg00152637",0.044456976
"741","cg00152646",0.0465031219883992
"742","cg00152768",0.0340830058847972
"743","cg00153856",0.0476093813451519
"744","cg00154366",0.0264650627193285
"745","cg00154746",0.0238648857721378
"746","cg00154968",0.0366063240849376
"747","cg00154982",0.0397372247279956
"748","cg00155167",0.049806842
"749","cg00155314",0.0434882737243522
"750","cg00155345",0.0344167747110387
"751","cg00155397",0.0493827848506187
"752","cg00155429",0.0367569227957332
"753","cg00155447",0.04241878
"754","cg00155504",0.0416232359487857
"755","cg00155514",0.0182488518718168
"756","cg00155609",0.0243449039422642
"757","cg00155700",0.0288742795407527
"758","cg00155879",0.0398193669007952
"759","cg00156072",0.0332743984539831
"760","cg00156194",0.04524336
"761","cg00156336",0.0396700359628921
"762","cg00156744",0.0314472702756524
"763","cg00156756",0.030661326
"764","cg00156991",0.0495169643829227
"765","cg00157223",0.047911309698525
"766","cg00157456",0.040078945578219
"767","cg00157562",0.0319101837794835
"768","cg00157656",0.0474564571248
"769","cg00157755",0.024613226
"770","cg00157855",0.0480480529225519
"771","cg00157987",0.0177319543053211
"772","cg00158333",0.0283266448287406
"773","cg00158530",0.0415862911829069
"774","cg00159100",0.0362826560743722
"775","cg00159212",0.0168158078380118
"776","cg00159379",0.04094085931095
"777","cg00159442",0.0236412556828494
"778","cg00159614",0.0468222944220247
"779","cg00160002",0.0409768980829317
"780","cg00160368",0.0225466809473702
"781","cg00160462",0.0499089805405027
"782","cg00160619",0.0390189563378773
"783","cg00160853",0.0363404379578661
"784","cg00161024",0.0336668761720932
"785","cg00162348",0.0171997240709658
"786","cg00162401",0.0224279925167912
"787","cg00162421",0.0421810945500291
"788","cg00162541",0.027010534
"789","cg00162643",0.0168470358236071
"790","cg00162940",0.026854514
"791","cg00163037",0.018573748
"792","cg00163089",0.0450739659222557
"793","cg00163365",0.0481363315701742
"794","cg00163419",0.0311387748068578
"795","cg00163481",0.0245801307789812
"796","cg00163859",0.0430697310296674
"797","cg00164121",0.0379826999999999
"798","cg00164196",0.0238412291783662
